scientificName
Euconnus wunderlichi Franz 1983
Neuraphes
Homoconnus conservatus Franz 1983
Rebuffoichnus sciuttoi
Monesichnus ameghinoi
Coprinsiphaera isp.
Leehermania prorova
Gymnetron lecontei Scudder
Cryptorhynchus kerri Scudder 1893
Cryptorhynchus profusus Scudder 1893
Gymnetron antecurrens Scudder 1893
Cryptorhynchus kerri Scudder 1893
Rhysosternum aeternabile Scudder 1893
Cryptorhynchus kerri Scudder 1893
Cryptorhynchus kerri Scudder 1893
Balaninus minusculus Scudder 1893
Oryctoscirtetes protogaeum Scudder
Cryptorhynchus profusus Scudder 1893
Centrinus obnuptus Scudder 1893
Cryptorhynchus kerri Scudder 1893
Spodotribus terrulentus Scudder 1893
Balaninus femoratus Scudder 1893
Lithophthorus rugosicollis Scudder 1893
Spodotribus terrulentus Scudder 1893
Centrinus obnuptus Scudder 1893
Spodotribus terrulentus Scudder 1893
Cryptorhynchus profusus Scudder 1893
Catobaris coenosa Scudder 1890
Balaninus anicularis Scudder 1893
Centrinus obnuptus Scudder 1893
Balaninus duttoni Scudder 1893
Balaninus flexirostris Scudder
Cryptorhynchus profusus Scudder 1893
Baris harlani Scudder 1893
Scyphophorus laevis Scudder 1893
Centrinus obnuptus Scudder 1893
Cossonus gabbii Scudder 1893
Balaninus duttoni Scudder 1893
Centrinus obnuptus Scudder 1893
Baris matura Scudder 1893
Balaninus anicularis Scudder 1893
Centrinus obnuptus Scudder 1893
Baris matura Scudder 1893
Ceutorhynchus compactus Scudder 1894
Balaninus minusculus Scudder 1893
Balaninus anicularis Scudder 1893
Balaninus restrictus Scudder 1893
Balaninus duttoni Scudder 1893
Baris divisa Scudder 1893
Baris imperfecta Scudder 1893
Baris matura Scudder 1893
Centrinus obnuptus Scudder 1893
Ceutorhynchus duratus Scudder 1893
Ceutorhynchus clausus Scudder 1893
Balaninus flexirostris Scudder
Baris imperfecta Scudder 1893
Ceutorhynchus clausus Scudder 1893
Baris harlani Scudder 1893
Baris imperfecta Scudder 1893
Trypanorhynchus corruptivus Scudder 1893
Trypanorhynchus corruptivus Scudder 1893
Cyphus florissantensis Wickham 1914
Corphyra calypso Wickham 1914
Prochaetocnema florissantella Wickham 1914
Chalepus americanus Wickham 1914
Lema fortior Wickham 1914
Trirhabda megacephala Wickham 1914
Trirhabda majuscula Wickham 1914
Geralophus fossicius Scudder
Colaspis diluvialis Wickham 1914
Geralophus saxuosus Scudder 1893
Plectrotetrophanes hageni Wickham 1914
Haltica renovata Wickham
Geralophus fossicius Scudder
Geralophus fossicius Scudder
Colaspis proserpina Wickham 1914
Trirhabda sepulta Wickham 1914
Pseudomesauletes culex (Scudder 1893)
Geralophus saxuosus Scudder 1893
Colaspis proserpina Wickham 1914
Geralophus saxuosus Scudder 1893
Geralophus fossicius Scudder
Geralophus fossicius Scudder
Geralophus repositus Scudder 1893
Geralophus fossicius Scudder
Geralophus fossicius Scudder
Geralophus fossicius Scudder
Geralophus saxuosus Scudder 1893
Geralophus fossicius Scudder
Docirhynchus terebrans Scudder 1893
Macrorhoptus intutus Scudder 1893
Geralophus fossicius Scudder
Geralophus repositus Scudder 1893
Geralophus fossicius Scudder
Geralophus saxuosus Scudder 1893
Geralophus fossicius Scudder
Geralophus saxuosus Scudder 1893
Macrorhoptus intutus Scudder 1893
Docirhynchus terebrans Scudder 1893
Erycus brevicollis Scudder 1893
Prionomerus irvingii Scudder 1893
Orchestes languidulus Scudder 1893
Toxorhynchus corruptus Scudder 1893
Tychius secretus Scudder 1893
Geralophus antiquarius Scudder 1893
Coccotorus principalis Scudder 1893
Prionomerus irvingii Scudder 1893
Tychius secretus Scudder 1893
Cremastorhynchus stabilis Scudder 1893
Geralophus antiquarius Scudder 1893
Coccotorus requiescens Scudder 1893
Geralophus antiquarius Scudder 1893
Toxorhynchus corruptus Scudder 1893
Geralophus antiquarius Scudder 1893
Procas verberatus Scudder 1893
Cleonus exterraneus Scudder 1893
Cleonus exterraneus Scudder 1893
Cleonus degeneratus Scudder
Paltorhynchus sedatus Scudder 1893
Erirhinus dormitus Scudder 1893
Acalyptus obtusus Scudder 1893
Acalyptus obtusus Scudder 1893
Acalyptus obtusus Scudder 1893
Geralophus antiquarius Scudder 1893
Geralophus antiquarius Scudder 1893
Geralophus repositus Scudder 1893
Geralophus repositus Scudder 1893
Geralophus antiquarius Scudder 1893
Geralophus repositus Scudder 1893
Geralophus antiquarius Scudder 1893
Geralophus repositus Scudder 1893
Geralophus repositus Scudder 1893
Geralophus repositus Scudder 1893
Geralophus repositus Scudder 1893
Geralophus repositus Scudder 1893
Geralophus repositus Scudder 1893
Geralophus lassatus Scudder 1893
Paltorhynchus depratus Scudder 1893
Geralophus occultus (Scudder 1876)
Geralophus antiquarius Scudder 1893
Geralophus occultus (Scudder 1876)
Trypanorhynchus corruptivus Scudder 1893
Geralophus discessus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus retritus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus pumiceus Scudder 1893
Geralophus pumiceus Scudder 1893
Geralophus retritus Scudder 1893
Geralophus retritus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus pumiceus Scudder 1893
Geralophus retritus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus retritus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus lassatus Scudder 1893
Trypanorhynchus corruptivus Scudder 1893
Trypanorhynchus corruptivus Scudder 1893
Masteutes saxifer Scudder 1893
Masteutes rupis Scudder 1893
Metoecus Gerstaecker 1855
Chauliognathus pristinus Scudder
Chauliognathus pristinus Scudder
Paloedemera crassipes Wickham
Lithomacratria mirabilis Wickham
Epicauta subneglecta Wickham
Diabrotica uteana Wickham 1914
Toxomia inundata Wickham 1914
Epicauta subneglecta Wickham
Paloedemera crassipes Wickham
Tetraonyx minuscula Wickham
Lithomacratria mirabilis Wickham
Isomira florissantensis Wickham 1914
Tetraonyx minuscula Wickham
Tomoxia inundata Wickham 1914
"Lytta Fabricius, 1775"
Hymenorus haydeni Wickham 1914
Gonodera Mulsant 1856
Gaurotes striatopunctatus Wickham
Gonodera Mulsant 1856
Leptostylus scudderi Wickham 1914
Anelaphus Linsley 1936
Mordella stygia Wickham 1914
Protoplatycera laticornis Wickham 1914
Diabrotica florissantella Wickham 1914
Copidita miocenica Wickham 1914
Protipochus vandykei Wickham 1914
Anelaphus Linsley 1936
Stenosphenus pristinus Wickham 1914
Phymatodes miocenicus Wickham 1914
Megacyllene Casey 1912
Pidonia Mulsant 1863
Grammoptera Audinet-Serville 1835
Megacyllene Casey 1912
Phymatodes miocenicus Wickham 1914
Polemius crassicornis Wickham 1914
Podabrus fragmentatus Wickham
Miocaenia pectinicornis Wickham 1914
Podabrus fragmentatus Wickham
Cantharis Linnaeus 1758
Podabrus florissantensis Wickham 1914
Coccinella florissantensis Wickham 1914
Triplax Herbst 1793
Corticaria occlusa Wickham 1914
Rhagoderidea striata Wickham 1914
Corticaria egregia Wickham 1914
Anthonomus primordius Scudder 1893
Grypidius curvirostris Scudder 1893
Numitor claviger Scudder
Anthonomus debilatus Scudder 1893
Anthonomus debilatus Scudder 1893
Magdalis sedimentorum Scudder 1893
Coccotorus requiescens Scudder 1893
Coccotorus principalis Scudder 1893
Cleonus exterraneus Scudder 1893
Cleonus exterraneus Scudder 1893
Numitor claviger Scudder
Cremastorhynchus stabilis Scudder 1893
Cleonus exterraneus Scudder 1893
Cleonus degeneratus Scudder
Cleonus exterraneus Scudder 1893
Dorytomus williamsi Scudder 1893
Dorytomus williamsi Scudder 1893
Dorytomus coercitus Scudder 1893
Diabrotica bowditchiana Wickham 1914
Ligyrus effetus Wickham
Ligyrus effetus Wickham
Miolachnosterna tristoides Wickham 1914
Listrochelus puerilis Wickham 1914
Anomala exterranea Wickham 1914
Anomala exterranea Wickham 1914
Hoplia striatipennis Wickham 1914
Anomala exterranea Wickham 1914
Aphodius mediaevus Wickham 1914
Anomala scudderi Wickham 1915
Oxyomus nearcticus Wickham 1914
Aphodius mediaevus Wickham 1914
Aphodius senex Wickham 1914
Microrhagus vulcanicus Wickham 1916
Cryptohypnus exterminatus Wickham 1916
Lacon exhumatus Wickham 1916
Ernobius effetus Wickham 1914
Eucnemis antiquatus Wickham 1914
Amphicerus sublaevis Wickham 1914
Chrysobothris suppressa Wickham 1914
Oligomerus florissantensis Wickham 1914
Chelonarium montanum Wickham 1914
Protacnaeus tenuicornis Wickham 1914
Oligomerus duratus Wickham 1914
Cardiophorus cockerelli Wickham 1916
"Hylesinus dormiscens (Scudder, 1900)"
"Hylesinus dormiscens (Scudder, 1900)"
Nosotetocus marcovi Scudder 1892
Collops priscus Wickham
Collops extrusus Wickham
Collops priscus Wickham
Thanasimus Latreille 1829
Collops desuetus Wickham 1914
Necrobia divinatoria Wickham 1914
Collops extrusus Wickham
Collops desuetus Wickham 1914
Epiphloeus Spinola 1841
Quedius chamberlini Scudder
Cryptorhopalum electron
Platynus harttii Scudder
Ptinella
Ptinella
Parolamia rudis Scudder 1878
Dytiscus latahensis Wickham 1931
Pterostichus fernquisti Wickham
Pterostichus fernquisti Wickham
Pterostichus fernquisti Wickham
Sitones venustulus
Larinus bronni von Heyden and von Heyden 1866
Larinus bronni von Heyden and von Heyden 1866
Acalles icarus Heyden
Eurychirus induratus Heyden
Sitones venustulus
Larinus bronni von Heyden and von Heyden 1866
Brachymycterus curculionoides von Heyden and von Heyden 1866
Brachymycterus curculionoides von Heyden and von Heyden 1866
Brachymycterus curculionoides von Heyden and von Heyden 1866
Platydema geinitzi von Heyden and von Heyden 1866
Eurychirus induratus Heyden
"Uloma avia von Heyden, 1862"
Aphodius krantzi von Heyden and von Heyden 1866
Mimela rhenana (von Heyden 1862)
Anomala tumulata von Heyden and von Heyden 1866
Dicerca bronni Von Heyden 1859
Harpalus abolitus von Heyden and von Heyden 1866
Sospita haagi (von Heyden and von Heyden 1866)
Sospita haagi (von Heyden and von Heyden 1866)
Coccinella fossilis von Heyden and von Heyden 1866
Coccinella krantzi Heyden
Byrrhus exanimatus von Heyden and von Heyden 1866
Buprestis tertiaria Scudder 1879
Electribius oligocenicus Crowson 1973
Apion primordiale von Heyden and von Heyden 1866
Brachymycterus curculionoides von Heyden and von Heyden 1866
Anomala tumulata von Heyden and von Heyden 1866
Anomala thetis von Heyden and von Heyden 1866
Anomala primigenia sp. von Heyden and von Heyden 1866
Byrrhus exanimatus von Heyden and von Heyden 1866
Rhinocyllus improlus von Heyden and von Heyden 1866
Pterostichus gelidus Scudder 1877
Rhinocyllus sp. Germar 1817
Coccinella krantzi Heyden
Thanasimodes jantar
Stenus methusalem
Strangalia berendtiana
Spinifarnax donneri
Sieglindea siegmundi
Sieglindea hundingi
Rhipidus primmordialis
Pseudopallenis nejistota
Pseudopallenis palantir
Potergus frohi
Potergus frohi
Potergus logei
Pogonochaerus jaekeli
Potergus frohi
Pietrzeniukia bunowi
Phyllobaenus thingol
Pactopus fasolti
Pactopus fasolti
Pactopus fasolti
Pactopus fasolti
Palaeambe balticum
Pactopus fasolti
Pactopus frohi
Pactopus fafneri
Palaeambe balticum
Pactopus fasolti
Orthrius gandalf
Orthrius gandalf
Nothorhina granulicollis
Kolibacium balticum
Hylis frickae
Hiekeolycus berendti
Helodes modesta
Eudiplambe kunowi
Eudiplambe fuscipes
Euryptychus brunhildae
Euryptychus gerhildeae
Erdaia guntheri
Erdaia guntheri
Erdaia hageni
Electrogymnusa baltica
Dyscharachthis woglindae
Dyscharachthis freiae
Dyscharachthis freiae
Cymatodera helcaraxe
Cymatodera jetotak
Ceratus wotani
Berendtimirus progenitor
Balistica mimae
Apioderes punctatus
Aploceble berendti
Aploceble berendti
Aploceble berendti
Anthribites rechenbergi
"""Dorcaschema"" succineum"
Protartematopus electricus Crowson
Strategus cessatus Wickham 1914
Permocoleus wellingtonensis Lubkin and Engel 2005
"Strotocera marshalli Mawdsley, 1993"
Oryctoantiquus borealis
Passalus? indormitus
Caccoplectus sucineas
Crepidodera antiqua
Oxypoda binodosa
Palaeopsenius mexicanus
Stichtoptychus mexambrus
Cenocephalus hurdi
Agriotes succiniferus
Cenocephalus succinicaptus
Polyderis antigua
Glyphonyx punctatus
Cenocephalus quadrilobus
Hymenorus chiapasensis
Paracyptus minutissima
Mionelater planatus
Cenocephalus succinicaptus
Cenocephalus succinicaptus
Cenocephalus succinicaptus
Cenocephalus succinicaptus
Cenocephalus succinicaptus
Profidia nitida
Silis chiapasensis
Zygops durhami
Cryptorhynchus hurdi
Eleodes intermedia
Eleodes behrii
Eleodes elongata
Curculionidea
Cionocoleus minimus Jarzembowski et al.
Cionocoleus jepsoni Jarzembowski et al.
Cionocoleus minimus Jarzembowski et al.
Cionocoleus elizabethae Jarzembowski et al.
"Acanthodes major Davis, 1894"
Acanthodes major
Cionocoleus jepsoni Jarzembowski et al.
Cionocoleus jepsoni Jarzembowski et al.
Eobelus solutus Whalley & Jarzembowski
Cionocoleus minimus Jarzembowski et al.
"Euryaspis radians Wagner, 1861"
Carabites russelli
Platysomus schultzei
Platysomus swaffordae
"Brachyderes longipes HEER in OUSTALET, 1874"
"Cleonus marcelli OUSTALET, 1874"
